,total_sqft,bath,balcony,price,site_location,bhk
2545,1450.0,2.0,2.0,80.0,Charmahal,2
2546,1575.0,3.0,1.0,94.5,Charmahal,3
2550,1724.0,3.0,3.0,140.0,Charmahal,3
2551,2758.0,4.0,1.0,240.0,Charmahal,4
2552,1296.0,2.0,3.0,80.0,Charmahal,2
2556,1200.0,2.0,1.0,74.0,Charmahal,2
2557,1200.0,2.0,0.0,70.0,Charmahal,3
2558,735.0,2.0,1.0,57.99,Charmahal,2
2563,1200.0,2.0,0.0,90.0,Charmahal,2
2565,1280.0,2.0,0.0,85.0,Charmahal,2
2568,1265.0,2.0,3.0,70.0,Charmahal,2
2571,668.0,1.0,1.0,36.85,Charmahal,1
2577,1364.0,2.0,2.0,70.0,Charmahal,2
2580,1216.0,2.0,1.0,66.48,Charmahal,2
2581,1600.0,3.0,2.0,104.0,Charmahal,3
2582,1691.0,3.0,1.0,98.0,Charmahal,3
2584,1190.0,2.0,2.0,100.0,Charmahal,2
2585,1192.0,2.0,1.0,62.0,Charmahal,3
2586,1152.0,2.0,1.0,65.75,Charmahal,2
2587,1760.0,2.0,0.0,115.0,Charmahal,3
2588,1070.0,2.0,1.0,55.0,Charmahal,2
2591,1400.0,2.0,1.0,80.0,Charmahal,2
2592,1000.0,3.0,2.0,60.0,Charmahal,2
2593,502.0,1.0,1.0,25.0,Charmahal,1
2594,1250.0,2.0,2.0,65.0,Charmahal,3
2595,950.0,2.0,1.0,60.0,Charmahal,2
2598,625.0,1.0,1.0,19.0,Charmahal,1
2599,1200.0,2.0,3.0,78.0,Charmahal,2
2600,2017.0,3.0,2.0,105.0,Charmahal,3
2601,2010.0,3.0,2.0,115.0,Charmahal,4
2602,2259.0,5.0,2.0,135.0,Charmahal,4
2603,1614.0,2.0,1.0,100.0,Charmahal,3
2605,1355.0,2.0,3.0,73.0,Charmahal,2
2606,1173.0,2.0,1.0,77.0,Charmahal,2
2607,1494.0,3.0,2.0,82.0,Charmahal,3
2608,3200.0,4.0,2.0,200.0,Charmahal,4
2609,1275.0,2.0,1.0,73.0,Charmahal,2
2610,1200.0,3.0,2.0,99.0,Charmahal,3
2611,1752.12,3.0,2.0,133.0,Charmahal,3
2612,1252.0,2.0,3.0,65.0,Charmahal,3
2614,1100.0,2.0,1.0,71.42,Charmahal,2
2616,784.0,1.0,0.0,35.285,Charmahal,1
2618,1767.0,3.0,2.0,109.0,Charmahal,3
2619,1693.0,3.0,2.0,89.0,Charmahal,3
2620,1300.0,3.0,2.0,77.99,Charmahal,3
2626,1197.0,2.0,1.0,78.0,Charmahal,2
2627,1000.0,2.0,2.0,60.0,Charmahal,2
2630,1340.0,2.0,1.0,101.0,Charmahal,2
2631,3117.0,3.0,2.0,261.0,Charmahal,3
2632,1328.0,2.0,2.0,69.0,Charmahal,2
2633,2437.0,3.0,2.0,125.0,Charmahal,3
2636,660.0,1.0,0.0,30.0,Charmahal,1
2637,524.0,1.0,1.0,29.0,Charmahal,1
2639,1135.0,2.0,2.0,60.0,Charmahal,2
2640,1702.0,3.0,2.0,107.0,Charmahal,3
2643,1600.0,3.0,2.0,90.0,Charmahal,3
2645,1390.0,2.0,1.0,72.0,Charmahal,2
2647,1145.0,2.0,2.0,68.5,Charmahal,2
2649,1104.0,2.0,2.0,58.0,Charmahal,2
2650,1050.0,2.0,2.0,65.0,Charmahal,2
2651,1600.0,3.0,1.0,100.0,Charmahal,3
2654,1857.0,4.0,3.0,155.0,Charmahal,3
2655,1346.0,2.0,1.0,69.61,Charmahal,2
2660,1170.0,2.0,1.0,38.0,Charminar,2
2661,1783.0,3.0,1.0,115.0,Charminar,3
2662,1349.0,2.0,1.0,98.2,Charminar,2
2663,1245.0,2.0,1.0,94.0,Charminar,2
2664,540.0,1.0,1.0,36.0,Charminar,1
2666,1342.0,2.0,1.0,73.3,Charminar,2
2668,1937.0,3.0,2.0,160.0,Charminar,3
2669,1400.0,2.0,2.0,78.0,Charminar,2
2670,1200.0,2.0,0.0,71.0,Charminar,2
2671,1440.0,2.0,2.0,98.0,Charminar,2
2672,1297.0,2.0,2.0,103.0,Charminar,2
2673,1200.0,3.0,1.0,72.0,Charminar,2
2674,1240.0,2.0,1.0,44.0,Charminar,2
2675,1846.0,3.0,2.0,140.0,Charminar,3
2676,2045.0,4.0,3.0,154.0,Charminar,3
2677,1238.0,2.0,3.0,55.0,Charminar,2
2678,983.0,2.0,1.0,50.6,Charminar,2
2679,1583.0,3.0,3.0,105.0,Charminar,3
2680,2524.0,5.0,2.0,190.0,Charminar,4
2681,3200.0,4.0,1.0,205.0,Charminar,4
2682,1700.0,2.0,3.0,100.0,Charminar,3
2683,1493.0,3.0,2.0,82.0,Charminar,3
2684,3181.0,4.0,0.0,260.5,Charminar,4
2685,1156.0,2.0,2.0,49.5,Charminar,2
2686,1697.0,3.0,2.0,115.0,Charminar,3
2687,1350.0,2.0,1.0,87.01,Charminar,3
2688,1650.0,3.0,3.0,100.0,Charminar,3
2689,995.0,2.0,1.0,34.82,Charminar,2
2691,1532.0,3.0,2.0,83.0,Charminar,3
2692,1128.0,2.0,1.0,65.5,Charminar,2
2693,1355.0,2.0,3.0,75.0,Charminar,2
2694,990.0,2.0,1.0,40.0,Charminar,2
2695,3600.0,4.0,0.0,260.0,Charminar,4
2696,1656.0,3.0,2.0,150.0,Charminar,3
2697,1600.0,4.0,3.0,112.0,Charminar,4
2699,1041.0,2.0,1.0,36.44,Charminar,2
2700,1246.0,2.0,1.0,62.3,Charminar,2
2701,4830.0,5.0,1.0,390.0,Charminar,4
2702,4400.0,4.0,1.0,350.0,Charminar,5
2703,1100.0,2.0,3.0,62.0,Charminar,2
2704,709.0,1.0,0.0,34.735,Charminar,1
2707,1917.0,4.0,2.0,100.0,Charminar,3
2708,1303.0,2.0,1.0,55.79,Charminar,2
2709,1200.0,2.0,0.0,66.0,Charminar,3
2711,1519.0,2.0,3.0,65.0,Charminar,2
2712,2010.0,3.0,3.0,125.0,Charminar,3
2713,1450.0,3.0,2.0,75.0,Charminar,3
2714,1200.0,2.0,0.0,90.0,Charminar,2
2715,4250.0,6.0,3.0,150.0,Charminar,6
2716,1185.0,2.0,2.0,41.0,Charminar,2
2717,907.0,2.0,2.0,38.0,Charminar,2
2718,4003.0,6.0,3.0,300.0,Charminar,4
2719,1369.1,2.0,1.0,98.0,Charminar,2
2720,1180.0,2.0,2.0,52.0,Charminar,2
2721,1375.0,2.0,1.0,78.0,Charminar,2
2722,1280.0,2.0,2.0,60.16,Charminar,2
2723,620.0,1.0,1.0,23.5,Charminar,2
2724,1536.0,3.0,1.0,104.0,Charminar,3
2725,1205.0,2.0,1.0,63.86,Charminar,2
2726,1140.0,2.0,1.0,48.7,Charminar,2
2727,2215.0,4.0,2.0,150.0,Charminar,3
2728,745.0,1.0,0.0,34.27,Charminar,1
2729,900.0,2.0,1.0,42.0,Charminar,2
2730,1044.0,2.0,2.0,34.0,Charminar,2
2731,2710.0,3.0,2.0,170.0,Charminar,3
2732,1150.0,1.0,0.0,52.0,Charminar,1
2733,1180.0,2.0,1.0,71.22,Charminar,2
2735,1046.0,2.0,1.0,60.0,Charminar,2
2736,1125.0,2.0,1.0,54.8,Charminar,2
2737,2648.0,3.0,3.0,238.0,Charminar,3
2738,1116.0,2.0,1.0,47.0,Charminar,2
2739,1300.0,2.0,2.0,66.0,Charminar,2
2741,1282.0,2.0,1.0,72.0,Charminar,2
2742,1276.0,2.0,2.0,80.0,Charminar,2
2744,1717.0,3.0,2.0,110.0,Charminar,3
2745,3000.0,8.0,0.0,150.0,Charminar,8
2746,1300.0,3.0,1.0,69.0,Charminar,3
2747,1645.0,3.0,2.0,87.0,Charminar,3
2749,1660.0,3.0,2.0,104.0,Charminar,3
2750,1320.0,2.0,1.0,50.0,Charminar,2
2752,1171.0,2.0,2.0,73.0,Charminar,2
2753,812.0,2.0,1.0,42.0,Charminar,2
2754,1875.0,2.0,1.0,110.0,Charminar,3
2755,1000.0,2.0,1.0,35.0,Charminar,2
2756,1938.0,3.0,3.0,113.0,Charminar,3
2757,1745.0,3.0,2.0,130.0,Charminar,3
2758,1584.0,3.0,2.0,101.0,Charminar,3
2759,1050.0,2.0,2.0,35.0,Charminar,2
2760,1500.0,3.0,2.0,85.0,Charminar,3
2762,509.0,1.0,1.0,23.0,Charminar,1
2763,1310.0,2.0,2.0,53.0,Charminar,2
2765,1100.0,2.0,3.0,45.0,Chevella,2
2766,3252.0,4.0,1.0,230.0,Chevella,4
2767,950.0,2.0,1.0,32.0,Chevella,2
2768,416.0,1.0,1.0,18.5,Chevella,1
2771,1278.0,2.0,2.0,95.0,Chevella,2
2775,1200.0,2.0,2.0,43.2,Chevella,2
2777,980.0,2.0,1.0,45.47,Chevella,2
2778,1482.0,2.0,1.0,87.0,Chevella,3
2779,1150.0,2.0,3.0,42.0,Chevella,2
2780,1139.0,2.0,2.0,62.0,Chevella,2
2781,1430.0,2.0,1.0,97.52,Chevella,2
2783,950.0,2.0,2.0,45.0,Chevella,2
2784,1350.0,2.0,1.0,67.5,Chevella,2
2785,1187.0,2.0,3.0,52.0,Chevella,2
2786,2257.0,4.0,2.0,157.0,Chevella,3
2787,5000.0,5.0,2.0,395.0,Chevella,4
2788,977.0,2.0,2.0,36.0,Chevella,2
2789,1199.0,2.0,2.0,50.0,Chevella,2
2792,1285.0,2.0,2.0,55.9,Chevella,2
2793,1231.0,2.0,2.0,48.0,Chevella,2
2794,2072.0,4.0,2.0,139.0,Chevella,3
2795,794.0,1.0,2.0,65.0,Chevella,1
2796,1590.0,2.0,2.0,135.0,Chevella,3
2797,1159.0,2.0,1.0,60.0,Chevella,2
2798,1296.0,2.0,2.0,72.0,Chevella,2
2799,1185.0,2.0,1.0,85.0,Chevella,2
2800,650.0,2.0,0.0,59.0,Chevella,2
2802,1418.0,2.0,2.0,78.0,Chevella,2
2803,950.0,2.0,1.0,60.0,Chevella,2
2804,1000.0,2.0,0.0,60.0,Chevella,2
2805,950.0,2.0,1.0,47.0,Chevella,2
2807,1483.0,2.0,1.0,98.0,Chevella,2
2808,830.0,2.0,1.0,60.0,Chevella,2
2809,1070.0,2.0,2.0,46.0,Chevella,2
2810,1200.0,2.0,2.0,75.0,Chevella,3
2811,1050.0,2.0,1.0,65.0,Chevella,2
2813,1250.0,2.0,1.0,55.55,Chevella,2
2814,1365.0,3.0,0.0,99.0,Chevella,3
2815,1200.0,2.0,2.0,65.0,Chevella,2
2816,1400.0,3.0,2.0,92.0,Chevella,3
2817,920.0,2.0,1.0,37.2,Chevella,2
2818,1200.0,4.0,1.0,95.0,Chevella,4
2819,1200.0,2.0,0.0,75.0,Chevella,2
2820,1240.0,2.0,3.0,43.94,Chevella,2
2821,1492.0,2.0,2.0,65.0,Chevella,2
2822,1105.0,2.0,2.0,90.0,Chevella,2
2823,2000.0,2.0,1.0,160.0,Chevella,2
2824,1260.0,2.0,2.0,76.0,Chevella,3
2825,5720.0,3.0,0.0,350.0,Chevella,3
2826,1216.0,2.0,1.0,75.0,Chevella,2
2827,2400.0,3.0,1.0,180.0,Chevella,3
2828,800.0,1.0,1.0,32.0,Chevella,2
2830,1304.0,2.0,0.0,111.0,Chevella,2
2831,1205.0,2.0,1.0,70.0,Chevella,2
2833,1225.0,2.0,2.0,82.0,Chevella,3
2834,3565.0,4.0,3.0,255.0,Chevella,4
2836,1260.0,2.0,1.0,95.0,Chevella,3
2838,1050.0,2.0,2.0,52.07,Chevella,2
2839,1865.0,3.0,1.0,139.0,Chevella,3
2841,1056.0,2.0,2.0,65.0,Chevella,2
2842,1150.0,2.0,1.0,55.0,Chevella,2
2843,950.0,2.0,2.0,35.0,Chevella,2
2844,1050.0,2.0,1.0,77.47,Chevella,2
2845,650.0,1.0,0.0,40.0,Chevella,1
2846,1216.0,2.0,1.0,73.0,Chevella,2
2848,1202.0,2.0,1.0,65.0,Chevella,2
2849,3940.0,5.0,3.0,265.0,Chevella,4
2851,1098.0,2.0,1.0,71.0,Chevella,2
2852,1081.0,2.0,1.0,39.0,Chevella,2
2854,980.0,2.0,1.0,57.0,Chevella,2
2855,1272.0,2.0,2.0,50.0,Chevella,2
2856,1200.0,2.0,1.0,54.0,Chevella,2
2857,1200.0,2.0,0.0,90.0,Chevella,3
2859,976.0,2.0,1.0,50.0,Chevella,2
2860,1250.0,2.0,1.0,77.13,Chevella,3
2861,1220.0,2.0,2.0,39.0,Chevella,2
2862,1150.0,2.0,1.0,46.0,Chevella,2
2863,1216.0,2.0,2.0,70.0,Chevella,2
2864,1010.0,2.0,1.0,52.0,Chevella,2
2865,3633.0,5.0,1.0,335.0,Chevella,4
2866,1116.0,2.0,3.0,48.76,Chevella,2
2867,1150.0,2.0,2.0,47.0,Chevella,2
2868,1404.0,2.0,1.0,67.5,Chevella,2
2871,1418.0,2.0,1.0,62.0,Chevella,2
2872,1800.0,5.0,1.0,140.0,Chevella,6
2877,1500.0,3.0,3.0,95.0,Dundigal Gandimaisamma,3
2878,1460.0,2.0,1.0,90.0,Dundigal Gandimaisamma,3
2879,650.0,1.0,2.0,33.0,Dundigal Gandimaisamma,1
2880,2225.0,2.0,1.0,125.0,Dundigal Gandimaisamma,3
2883,1265.0,2.0,1.0,79.0,Dundigal Gandimaisamma,3
2886,1512.0,3.0,2.0,75.77,Dundigal Gandimaisamma,3
2888,2106.0,3.0,2.0,126.0,Dundigal Gandimaisamma,3
2889,1398.0,3.0,1.0,68.0,Dundigal Gandimaisamma,3
2891,1050.0,1.0,1.0,70.0,Dundigal Gandimaisamma,1
2894,1124.0,3.0,2.0,80.0,Dundigal Gandimaisamma,2
2895,918.0,2.0,2.0,63.2,Dundigal Gandimaisamma,2
2898,1888.0,4.0,1.0,95.0,Dundigal Gandimaisamma,3
2902,2600.0,3.0,2.0,195.0,Dundigal Gandimaisamma,3
2904,812.0,1.0,1.0,26.0,Dundigal Gandimaisamma,1
2905,3027.0,4.0,3.0,260.0,Dundigal Gandimaisamma,3
2906,1893.0,3.0,1.0,130.0,Dundigal Gandimaisamma,3
2907,655.0,1.0,1.0,53.0,Dundigal Gandimaisamma,1
2908,1220.0,3.0,2.0,56.0,Dundigal Gandimaisamma,3
2909,2370.0,4.0,2.0,195.0,Dundigal Gandimaisamma,3
2910,1530.0,3.0,2.0,105.0,Dundigal Gandimaisamma,3
2911,2400.0,1.0,1.0,200.0,Dundigal Gandimaisamma,1
2914,1525.84,3.0,1.0,117.0,Dundigal Gandimaisamma,3
2916,627.0,1.0,1.0,30.0,Dundigal Gandimaisamma,1
2919,1695.0,3.0,2.0,150.0,Dundigal Gandimaisamma,3
2920,1856.0,3.0,2.0,135.0,Dundigal Gandimaisamma,3
2921,1942.0,3.0,1.0,155.0,Dundigal Gandimaisamma,3
2923,1850.0,3.0,2.0,155.0,Dundigal Gandimaisamma,3
2925,1431.5,3.0,0.0,72.02,Dundigal Gandimaisamma,3
2927,1650.0,3.0,3.0,82.0,Dundigal Gandimaisamma,3
2928,1525.0,2.0,2.0,99.13,Dundigal Gandimaisamma,3
2929,1232.0,2.0,1.0,88.0,Dundigal Gandimaisamma,2
2930,1280.0,2.0,2.0,69.0,Dundigal Gandimaisamma,3
2931,1430.0,2.0,2.0,90.0,Dundigal Gandimaisamma,3
2936,2159.0,3.0,2.0,120.0,Dundigal Gandimaisamma,3
2938,2350.0,3.0,2.0,210.0,Dundigal Gandimaisamma,3
2942,1418.0,2.0,2.0,105.0,Dundigal Gandimaisamma,2
2943,1700.0,3.0,1.0,110.0,Dundigal Gandimaisamma,3
2946,1655.0,3.0,1.0,108.0,Dundigal Gandimaisamma,3
2950,1735.0,3.0,3.0,105.0,Dundigal Gandimaisamma,3
2951,1683.0,3.0,2.0,115.0,Dundigal Gandimaisamma,3
2956,1285.0,2.0,1.0,78.0,Dundigal Gandimaisamma,2
2957,1610.0,3.0,3.0,85.0,Dundigal Gandimaisamma,3
2959,1655.0,3.0,2.0,110.0,Dundigal Gandimaisamma,3
2962,2030.0,4.0,1.0,125.0,Dundigal Gandimaisamma,3
2964,1710.0,3.0,2.0,85.0,Dundigal Gandimaisamma,3
2970,1145.0,2.0,2.0,60.0,Dundigal Gandimaisamma,3
2972,2615.0,5.0,3.0,222.0,Dundigal Gandimaisamma,4
2975,567.0,1.0,1.0,25.0,Dundigal Gandimaisamma,1
2976,1200.0,2.0,1.0,80.0,Dundigal Gandimaisamma,2
2977,600.0,1.0,0.0,24.0,Dundigal Gandimaisamma,1
2978,580.0,1.0,1.0,45.0,Dundigal Gandimaisamma,1
2980,1349.0,2.0,1.0,98.0,Dundigal Gandimaisamma,2
2984,1535.0,3.0,2.0,83.0,Farooqnagar,3
2987,3000.0,5.0,1.0,275.0,Farooqnagar,4
2988,1337.0,2.0,1.0,82.0,Farooqnagar,2
2990,975.0,2.0,1.0,65.0,Farooqnagar,2
2993,2750.0,4.0,0.0,220.0,Farooqnagar,4
2994,2465.0,5.0,2.0,234.0,Farooqnagar,3
2997,1420.0,2.0,2.0,136.0,Farooqnagar,2
2998,1650.0,3.0,2.0,118.0,Farooqnagar,3
2999,1415.0,2.0,3.0,110.0,Farooqnagar,2
3000,1650.0,3.0,2.0,110.0,Farooqnagar,3
3002,1310.0,2.0,2.0,80.0,Farooqnagar,2
3003,1826.0,3.0,2.0,165.0,Farooqnagar,3
3005,1157.0,2.0,1.0,75.0,Farooqnagar,3
3007,700.0,1.0,0.0,36.0,Farooqnagar,1
3009,3596.0,5.0,1.0,282.0,Farooqnagar,4
3010,2500.0,4.0,3.0,155.0,Farooqnagar,4
3013,1380.0,1.0,1.0,62.1,Farooqnagar,1
3014,1689.28,3.0,2.0,91.2,Farooqnagar,3
3015,1365.0,2.0,1.0,122.0,Farooqnagar,2
3017,1500.0,3.0,1.0,87.0,Farooqnagar,3
3019,1485.0,3.0,2.0,115.0,Farooqnagar,3
3021,722.0,1.0,0.0,46.0,Farooqnagar,1
3022,1092.0,2.0,1.0,60.0,Farooqnagar,2
3025,1868.0,3.0,2.0,113.0,Farooqnagar,3
3027,3122.0,6.0,2.0,237.0,Farooqnagar,4
3028,1650.0,3.0,2.0,110.0,Farooqnagar,3
3031,2400.0,4.0,2.0,152.0,Farooqnagar,4
3032,990.0,2.0,2.0,58.0,Farooqnagar,2
3033,1216.0,2.0,1.0,80.0,Farooqnagar,2
3040,1076.0,2.0,2.0,67.0,Farooqnagar,2
3043,1173.0,2.0,1.0,78.2,Farooqnagar,2
3045,600.0,1.0,0.0,52.0,Farooqnagar,1
3049,1962.0,3.0,2.0,175.0,Farooqnagar,3
3050,694.0,1.0,0.0,30.84,Farooqnagar,1
3051,1424.0,2.0,2.0,75.0,Farooqnagar,3
3053,3750.0,6.0,3.0,295.0,Farooqnagar,5
3054,1842.0,3.0,2.0,115.0,Farooqnagar,3
3056,775.0,1.0,0.0,34.1,Farooqnagar,1
3059,3000.0,4.0,3.0,264.0,Farooqnagar,4
3070,2507.0,4.0,2.0,155.0,Farooqnagar,4
3071,3500.0,4.0,3.0,320.0,Farooqnagar,4
3072,1800.0,3.0,2.0,125.0,Farooqnagar,3
3076,1150.0,3.0,2.0,80.0,Farooqnagar,3
3077,2100.0,3.0,2.0,130.0,Farooqnagar,3
3078,1500.0,2.0,1.0,108.0,Farooqnagar,3
3079,2162.03,4.0,2.0,129.0,Farooqnagar,3
3080,1830.0,2.0,3.0,113.0,Farooqnagar,3
3082,950.0,1.0,1.0,40.0,Farooqnagar,1
3084,1600.0,3.0,3.0,170.0,Farooqnagar,3
3085,2900.0,3.0,2.0,297.0,Farooqnagar,3
3086,1430.0,3.0,1.0,85.0,Farooqnagar,3
3088,1701.0,2.0,2.0,145.0,Farooqnagar,2
3089,6652.0,6.0,1.0,660.0,Farooqnagar,4
3091,1285.0,2.0,2.0,90.0,Farooqnagar,2
3092,1160.0,2.0,2.0,44.0,Gachibowli  ,2
3093,1200.0,2.0,0.0,95.0,Gachibowli  ,4
3094,1508.0,2.0,1.0,77.0,Gachibowli  ,2
3095,630.0,1.0,1.0,34.65,Gachibowli  ,1
3096,1599.0,3.0,2.0,99.0,Gachibowli  ,3
3097,1235.0,2.0,1.0,52.04,Gachibowli  ,2
3098,1114.0,2.0,1.0,39.0,Gachibowli  ,2
3099,1142.5,2.0,0.0,43.415,Gachibowli  ,2
3100,1843.0,3.0,2.0,95.84,Gachibowli  ,3
3101,1265.0,2.0,0.0,56.93,Gachibowli  ,2
3102,1697.0,3.0,2.0,94.79,Gachibowli  ,3
3105,4111.0,4.0,1.0,310.0,Gachibowli  ,4
3106,1410.0,2.0,3.0,67.0,Gachibowli  ,2
3107,1188.0,2.0,3.0,73.0,Gachibowli  ,2
3109,750.0,2.0,1.0,25.0,Gachibowli  ,2
3110,945.0,2.0,2.0,50.0,Gachibowli  ,2
3111,1390.0,2.0,2.0,62.0,Gachibowli  ,2
3112,1700.0,3.0,2.0,124.0,Gachibowli  ,3
3113,1325.0,2.0,2.0,50.0,Gachibowli  ,2
3114,2150.0,4.0,2.0,125.0,Gachibowli  ,3
3115,1500.0,2.0,1.0,120.0,Gachibowli  ,3
3116,1451.5,4.0,1.0,121.0,Gachibowli  ,4
3117,1999.0,3.0,2.0,132.0,Gachibowli  ,3
3118,877.0,2.0,3.0,42.0,Gachibowli  ,2
3119,1033.0,2.0,2.0,48.0,Gachibowli  ,2
3120,1320.0,2.0,1.0,92.0,Gachibowli  ,2
3121,1224.0,2.0,3.0,39.2,Gachibowli  ,2
3122,1880.0,3.0,2.0,95.0,Gachibowli  ,3
3123,1151.0,2.0,1.0,59.0,Gachibowli  ,2
3124,1640.0,3.0,3.0,88.0,Gachibowli  ,3
3125,1053.4,3.0,1.0,88.91,Gachibowli  ,3
3126,1174.0,2.0,1.0,78.0,Gachibowli  ,2
3127,1272.0,2.0,2.0,48.0,Gachibowli  ,2
3128,1560.0,3.0,2.0,120.0,Gachibowli  ,3
3129,1200.0,2.0,1.0,36.1,Gachibowli  ,2
3130,1705.0,3.0,1.0,110.0,Gachibowli  ,3
3131,1141.0,2.0,2.0,40.0,Gachibowli  ,2
3132,1125.0,2.0,2.0,40.0,Gachibowli  ,2
3133,1030.0,2.0,1.0,35.02,Gachibowli  ,2
3134,2145.0,3.0,3.0,190.0,Gachibowli  ,3
3136,1200.0,1.0,1.0,36.0,Gachibowli  ,2
3137,1600.0,3.0,2.0,82.0,Gachibowli  ,3
3138,2582.0,5.0,2.0,250.0,Gachibowli  ,3
3139,1075.0,2.0,1.0,50.0,Gachibowli  ,3
3140,1240.0,2.0,1.0,65.0,Gachibowli  ,2
3142,1620.0,2.0,1.0,76.0,Gachibowli  ,3
3143,1215.0,2.0,3.0,43.0,Gachibowli  ,2
3144,1220.0,3.0,2.0,58.0,Gachibowli  ,3
3145,1175.0,2.0,2.0,64.98,Gachibowli  ,2
3146,1900.0,4.0,1.0,90.0,Gachibowli  ,3
3147,1089.0,2.0,1.0,60.0,Gachibowli  ,2
3149,1200.0,2.0,0.0,75.0,Gachibowli  ,2
3150,1240.0,2.0,2.0,65.0,Gachibowli  ,3
3151,984.0,2.0,1.0,55.0,Gachibowli  ,2
3152,1890.0,4.0,3.0,125.0,Gachibowli  ,3
3153,1800.0,2.0,2.0,100.0,Gachibowli  ,3
3154,1320.0,2.0,3.0,60.0,Gachibowli  ,3
3155,1161.0,2.0,1.0,63.85,Gachibowli  ,2
3156,958.0,2.0,1.0,33.53,Gachibowli  ,2
3157,1257.0,2.0,2.0,93.0,Gachibowli  ,2
3158,2700.0,2.0,1.0,260.0,Gachibowli  ,3
3159,935.0,2.0,2.0,35.0,Gachibowli  ,2
3162,1500.0,3.0,3.0,120.0,Gachibowli  ,3
3163,565.0,1.0,1.0,33.0,Gachibowli  ,1
3164,1200.0,2.0,2.0,65.0,Gachibowli  ,3
3166,1787.0,3.0,2.0,107.0,Gachibowli  ,3
3167,1285.0,2.0,2.0,55.0,Gachibowli  ,2
3168,1817.0,3.0,3.0,102.0,Gachibowli  ,3
3169,1400.0,2.0,2.0,80.0,Gachibowli  ,3
3170,1304.0,2.0,1.0,69.97,Gachibowli  ,2
3171,1195.0,2.0,1.0,35.84,Gachibowli  ,2
3172,1060.0,2.0,1.0,34.0,Gachibowli  ,2
3173,1921.0,4.0,3.0,129.0,Gachibowli  ,3
3174,600.0,1.0,0.0,37.0,Gachibowli  ,1
3175,1061.0,2.0,1.0,38.95,Gachibowli  ,2
3176,1265.0,2.0,2.0,68.0,Gachibowli  ,2
3177,1050.0,2.0,1.0,42.0,Gachibowli  ,2
3178,1050.0,2.0,2.0,45.0,Gachibowli  ,2
3179,1160.0,2.0,1.0,33.5,Gachibowli  ,2
3180,1864.0,3.0,2.0,120.0,Gachibowli  ,3
3182,2051.0,3.0,1.0,180.0,Gachibowli  ,3
3183,1200.0,2.0,2.0,80.0,Gachibowli  ,2
3184,1200.0,2.0,1.0,60.0,Gachibowli  ,2
3185,883.0,2.0,1.0,49.0,Gachibowli  ,2
3186,1520.0,3.0,2.0,125.0,Gachibowli  ,3
3187,1125.0,1.0,2.0,45.0,Gachibowli  ,2
3188,1157.0,2.0,1.0,69.0,Gachibowli  ,3
3189,1160.0,2.0,3.0,55.0,Gachibowli  ,2
3191,1260.0,2.0,2.0,55.0,Gachibowli  ,2
3192,4225.0,6.0,0.0,359.0,Gachibowli  ,4
3194,2160.0,3.0,2.0,170.0,Gachibowli  ,3
3195,1200.0,3.0,2.0,67.75,Gachibowli  ,3
3196,1659.0,3.0,1.0,135.0,Gachibowli  ,3
3197,1830.0,3.0,2.0,95.0,Gachibowli  ,3
3198,1262.0,2.0,2.0,47.0,Gachibowli  ,2
3199,1870.0,3.0,3.0,110.0,Gandipet,3
3200,1080.0,2.0,2.0,72.0,Gandipet,2
3201,1000.0,2.0,1.0,55.0,Gandipet,2
3202,2264.0,3.0,1.0,159.0,Gandipet,3
3203,1056.0,2.0,1.0,61.0,Gandipet,2
3204,1000.0,1.0,1.0,70.0,Gandipet,1
3205,1175.0,2.0,1.0,73.5,Gandipet,2
3206,3335.0,5.0,2.0,300.0,Gandipet,4
3208,1146.0,2.0,1.0,70.0,Gandipet,2
3209,1125.0,2.0,2.0,40.0,Gandipet,2
3210,1194.0,2.0,2.0,47.0,Gandipet,2
3211,654.0,1.0,1.0,38.4,Gandipet,1
3213,900.0,2.0,1.0,45.0,Gandipet,2
3215,1160.0,2.0,1.0,52.0,Gandipet,2
3216,1197.0,2.0,1.0,47.8,Gandipet,2
3217,1185.0,2.0,2.0,75.84,Gandipet,2
3218,1195.0,2.0,2.0,100.0,Gandipet,2
3219,1455.0,3.0,2.0,73.31,Gandipet,3
3220,1155.0,2.0,2.0,40.42,Gandipet,2
3222,1060.0,2.0,2.0,45.0,Gandipet,2
3224,1075.0,2.0,2.0,60.0,Gandipet,2
3225,970.0,2.0,1.0,35.0,Gandipet,2
3226,1175.0,2.0,1.0,47.0,Gandipet,2
3227,1230.0,2.0,1.0,76.0,Gandipet,2
3228,700.0,1.0,1.0,35.0,Gandipet,1
3229,1175.0,2.0,2.0,75.0,Gandipet,2
3230,1205.0,2.0,2.0,60.0,Gandipet,2
3231,1030.0,2.0,1.0,77.25,Gandipet,2
3232,1112.0,2.0,1.0,88.0,Gandipet,2
3233,1125.0,2.0,1.0,65.0,Gandipet,2
3234,715.0,1.0,1.0,45.0,Gandipet,1
3236,950.0,2.0,1.0,40.0,Gandipet,2
3238,1255.0,2.0,3.0,66.0,Gandipet,2
3240,1397.0,3.0,3.0,105.0,Gandipet,3
3241,1280.0,2.0,1.0,48.0,Gandipet,2
3246,1160.0,2.0,2.0,42.0,Gandipet,2
3247,700.0,1.0,1.0,32.0,Gandipet,2
3248,654.0,1.0,1.0,22.0,Gandipet,1
3249,1507.0,2.0,3.0,95.0,Gandipet,3
